050002100111	88789625
011002100311	33902602
051002000511	07081336
051002000511	07081338
042001900204	87271456
035001900104	28665859
034012100111	36813070
050002100111	25652038
011002100311	85961213
051002000511	07081332
033002100111	40593686
044002100511	37371005
044002100511	37371006
051002000711	80299208
041002100111	03554259
042002100211	69359471
1200213130	00803586
051002000113	16450208
051002000611	97918787
051002000611	97170407
032002000511	96179762
051002000611	97170060
051002000511	07081329
051002000611	30207915
032001900211	13690407
045002000111	42298880
044002100211	18032491
011002100311	85940123
033002100311	02965615
035002100111	27073526
044002100311	93161761
011002100311	85948197
051002000511	07081327
032002000211	90472253
012002100211	09926672
034012100111	15731253
032001900311	07356986
051002000511	07081320
053002000111	44875079
051002000511	07081316
011002100311	03462226
043002100111	16289687
011002100311	03462223
012002100211	80020740
011002100311	03462218
1200212130	12565999
3400211130	12898472
011002100311	03462217
1200212130	12564765
012002100211	09926586
011002100311	03462215
011002100311	03462214
053002000111	44875069
011002100311	03462212
1200212130	12566791
1200212130	12566868
1200212130	12567005
1200212130	12567034
012002100211	09926561
012002100211	80020195
1200212130	12563970
1200212130	12564114
1200212130	12564117
1200212130	12564119
011002100311	03462208
011002100311	03462194
011002100311	03462191
053002000111	44875062
1200212130	12563542
1200212130	12563546
1200212130	12563550
032002000511	95952433
1200212130	12362161
1200212130	12362162
1200212130	12362155
4300211130	04205583
053002000111	44875056
053002000111	44875057
3502212130	03638416
011002100311	03462173
1200212130	12361600
011002100311	03462168
012002100211	09925634
3502212130	03638415
4300211130	04205581
051002000611	68539056
053002000111	44875047
053002000111	44875048
3502212130	03638413
011002100311	03462160
3502212130	03638412
037022000311	56727839
035022000104	02774669
4403212130	04830906
011002100311	03462150
011002100311	03462152
011002100311	03462151
012002100211	09925584
012002100211	09925589
012002100211	09925594
012002100211	09925587
012002100211	09925593
012002100211	09925592
012002100211	09925598
012002100211	09925600
012002100211	09925590
012002100211	09925601
044032000211	83442510
037002100111	74283260
011002100311	33894674
051002000611	96732734
031002000611	22620823
012002100211	37378979
053002000111	44875044
021002000404	08570503
031002000611	22620808
4403212130	04830903
4403212130	04830905
011002100311	03462129
011002100311	03462126
011002100311	03462135
1200212130	08311550
1200212130	08311589
1200212130	08311592
1200212130	08311664
1200212130	08314724
1200212130	08314731
1200212130	08314736
1200212130	08314789
1200212130	08314767
1200212130	08314810
1200212130	08314822
1200212130	08314861
1200212130	08314871
1200212130	08314853
1200212130	08314864
1200212130	08314902
1200212130	08315089
1200212130	08315153
1200212130	08315158
1200212130	08315163
032002000511	95952376
053002000111	44875042
011002100311	47251002
2100203130	06190105
050002000213	00157569
053002000111	44875039
053002000111	44875036
1200212130	08307274
1200212130	08307275
1200212130	08307277
021002000404	08570494
033002100311	02965597
044032000211	83442498
4600211130	02526796
4600211130	02526797
4600211130	02526800
1200212130	08314115
1200212130	08314190
021002000404	08570492
4403212130	04830895
4403212130	04830893
050002100111	25780572
042002100211	50045054
011001700111	25723318
011001700111	25723319
011002000511	90925007
011002000511	90924955
011002000511	90924983
011002000511	90925083
011001800111	81615831
011002100311	03462117
1200212130	08313940
2200211130	00438572
012002100111	59331452
032002100211	49998716
1100212130	09309802
021002000404	08570490
050002100111	09217897
035022100111	32964748
011002100311	03462114
021002000404	08570489
050002100111	38563841
034012100111	13768491
1200212130	08306594
1200212130	08306591
1200212130	08306590
1200212130	08306582
1200212130	08306567
1200212130	08306566
1200212130	08306542
1200212130	08306442
1200212130	08306444
1200212130	08306443
1200212130	08306413
1200212130	08306409
1200212130	08306403
1200212130	08306411
1200212130	08306396
1200212130	08306382
1200212130	08306375
1200212130	08306385
1200212130	08306383
1200212130	08306369
1200212130	08306367
1200212130	08306372
1200212130	08306332
1200212130	08306314
1200212130	08306290
1200212130	08306289
1200212130	08306275
1200212130	08306287
1200212130	08306274
1200212130	08306283
1200212130	08306270
1200212130	08306265
1200212130	08306263
1200212130	08306262
1200212130	08306257
1200212130	08306250
1200212130	08306264
1200212130	08306246
1200212130	08306260
1200212130	08306259
1200212130	08306256
1200212130	08306255
1200212130	08306254
1200212130	08306253
1200212130	08306249
1200212130	08306248
1200212130	08306247
012002000311	15504849
012002000311	15504848
1200212130	08313872
1200212130	08313874
1200212130	08313873
1200212130	08313869
1200212130	08313866
1200212130	08313865
1200212130	08313845
1200212130	08313842
1200212130	08313838
1200212130	08313835
1200212130	08313834
012002100211	09925321
012002000311	15504846
012002100211	09925322
051002000611	96581265
033002100211	57905978
033002000211	00028658
5000204130	01441909
032002100211	49998690
1200212130	08306128
1200212130	08306125
1200212130	08306121
1200212130	08306118
1200212130	08306085
1200212130	08306084
1200212130	08306076
1200212130	08306086
1200212130	08306083
1200212130	08306081
1200212130	08306080
1200212130	08306082
1200212130	08306077
1200212130	08313522
1200212130	08313520
012002100211	09924639
1200212130	08313518
1200212130	08313517
1200212130	08313516
1200212130	08313507
1200212130	08313524
1200212130	08313519
1200212130	08313505
045002000111	45064701
041002000211	64388527
1200212130	08305741
1200212130	08305734
1200212130	08305731
1200212130	08305738
1200212130	08305736
1200212130	08305722
1200212130	08305735
1200212130	08305733
1200212130	08305732
1200212130	08305713
1200212130	08305730
1200212130	08305724
1200212130	08305721
1200212130	08305705
1200212130	08305720
1200212130	08305717
1200212130	08305716
1200212130	08305715
1200212130	08305698
1200212130	08305697
1200212130	08305711
1200212130	08305710
1200212130	08305703
1200212130	08305702
1200212130	08305701
1200212130	08313483
1200212130	08313475
1200212130	08313489
1200212130	08313470
1200212130	08313466
1200212130	08313479
1200212130	08313477
1200212130	08313474
1200212130	08313473
1200212130	08313465
012002000511	02020147
012002000511	02020146
012002000511	02020148
031002100211	41362474
1200212130	08313464
1200212130	08313462
1200212130	08313457
1200212130	08313445
1200212130	08313459
1200212130	08313437
1200212130	08313456
1200212130	08313458
1200212130	08313455
1200212130	08313450
1200212130	08313435
1200212130	08313449
1200212130	08313447
1200212130	08313432
1200212130	08313446
1200212130	08313444
1200212130	08313430
1200212130	08313443
1200212130	08313442
1200212130	08313441
1200212130	08313438
1200212130	08313433
1200212130	08313431
1200212130	08313429
1200212130	08305694
1200212130	08305686
1200212130	08305685
1200212130	08305683
1200212130	08305680
1200212130	08305678
1200212130	08305677
1200212130	08305679
1200212130	08305676
1200212130	08305656
1200212130	08305655
1200212130	08313327
1200212130	08305633
1200212130	08305638
1200212130	08305623
1200212130	08305635
1200212130	08305634
1200212130	08305632
1200212130	08305631
1200212130	08305620
1200212130	08305630
1200212130	08305627
1200212130	08305626
1200212130	08305625
1200212130	08305624
1200212130	08305622
1200212130	08305621
1200212130	08305619
1200212130	08305618
1200212130	08305606
1200212130	08305617
1200212130	08305616
1200212130	08305603
1200212130	08305615
1200212130	08305614
1200212130	08305613
1200212130	08305600
1200212130	08305605
1200212130	08305604
1200212130	08305598
1200212130	08305581
1200212130	08305588
1200212130	08305577
1200212130	08305574
1200212130	08305582
1200212130	08305580
1200212130	08305579
1200212130	08305576
1200212130	08305575
1200212130	08305573
1200212130	08305572
1200212130	08305562
1200212130	08305532
1200212130	08305541
1200212130	08305531
1200212130	08305509
1200212130	08305512
1200212130	08305511
1200212130	08311336
1200212130	08305434
1200212130	08305435
1200212130	08305431
1200212130	08305411
1200212130	08305409
1200212130	08305428
1200212130	08305427
1200212130	08305426
1200212130	08305392
1200212130	08305405
1200212130	08305402
1200212130	08305400
1200212130	08313320
012002000311	15504840
012002000311	15504839
1200212130	08313318
012002100211	09924429
012002100211	09924366
012002100211	09924362
044002100211	15176170
3100212130	11648236
050002100111	38563833
1200212130	08312997
1200212130	08312995
1200212130	08312992
1200212130	08312990
1200212130	08312987
1200212130	08312985
1200212130	08312984
1200212130	08312999
1200212130	08312998
1200212130	08312980
1200212130	08312979
1200212130	08312977
1200212130	08312994
1200212130	08312976
1200212130	08312993
1200212130	08312991
1200212130	08312972
1200212130	08312989
1200212130	08312986
1200212130	08312983
1200212130	08312982
1200212130	08312981
1200212130	08312978
1200212130	08312975
1200212130	08312974
1200212130	08312973
1200212130	08312971
1200212130	08312970
033002000113	06837024
1200212130	08312968
1200212130	08312964
1200212130	08312969
1200212130	08312966
1200212130	08312967
1200212130	08312960
1200212130	08312957
1200212130	08312956
1200212130	08312952
1200212130	08312948
1200212130	08312945
1200212130	08312962
1200212130	08312943
1200212130	08312961
1200212130	08312959
1200212130	08312942
1200212130	08312958
1200212130	08312941
1200212130	08312939
1200212130	08312955
1200212130	08312954
1200212130	08312936
1200212130	08312953
1200212130	08312951
1200212130	08312934
1200212130	08312950
1200212130	08312949
1200212130	08312931
1200212130	08312947
1200212130	08312928
1200212130	08312926
1200212130	08312925
1200212130	08312946
1200212130	08312923
1200212130	08312944
1200212130	08312940
1200212130	08312938
1200212130	08312937
1200212130	08312914
1200212130	08312935
1200212130	08312911
1200212130	08312933
1200212130	08312932
1200212130	08312909
1200212130	08312930
