invoice_code	invoice_no
1200204130	04830130
1200204130	04826881
1200204130	04829060
1200204130	04828664
1200204130	04828645
012002000411	22036561
1200192130	01961633
1200192130	01961425
1200192130	01961117
1100212130	14261809
1100212130	14261873
1200213130	07082803
044032100211	32507447
1200212130	03586095
1200212130	03586059
3200212130	00363959
053002000111	13331926
4300204130	02485819
011002100211	50097450
044002100211	11274533
1200212130	03585286
1200212130	03585264
037002000311	60517023
011002100211	51510730
035022100111	32964731
011002000104	10933063
1200212130	03587915
011001900204	15638250
1200212130	03586923
1200212130	03586880
3300211130	51263851
1200212130	03586744
1200212130	03586739
1200212130	03586722
1200212130	03586714
1200212130	03586657
1200212130	03586420
1200212130	03586342
1200212130	03586291
1200212130	03586216
1200212130	08304367
1200212130	08304355
1200212130	08304354
1200212130	08304057
1200212130	03589974
1200212130	03589822
1200212130	03589317
1200212130	03589280
1200212130	08313520
1200212130	08305531
012002100211	09924429
012002100211	09924362
1200212130	08305392
035022100111	37770747
1200212130	08312915
1200212130	08312882
1200212130	08312844
1200212130	08305281
1200212130	08305277
1200212130	08305230
012002000511	02020145
1200212130	08305064
035002200211	17568842
035002200211	39365302
061002201311	10054453
036002200111	49801460
043002200111	46942769
037002200111	81188795
012002100811	86621680
041002200211	26865579
044002200511	80579309
041002100211	73795905
051002200111	42720574
041002200211	26865582
022002100111	22720408
011002200911	55489453
032001600511	37402156
041002200211	26944227
1200202130	01961593
1200202130	01961577
1200202130	01961564
1200202130	01961189
1200203130	08568968
1200203130	03054152
1200203130	03054783
1200203130	08573597
1200203130	08573544
012002000411	22036469
1200203130	08573309
1200203130	08572631
042002100111	03555438
1200204130	04827500
1200204130	04829512
1200204130	04829478
1200204130	04830379
032001900304	42273010
012002000411	22036558
1200192130	01961358
1200192130	01961316
1200201130	01983117
035002100111	56875024
1200212130	03586080
1200212130	03586043
3400212130	02360441
012002000511	02020042
1200212130	03588369
033002000111	31178055
1200212130	03588138
012002000511	02019992
1200212130	03588106
1200212130	03588099
1200212130	03588064
011002100311	02713407
011002100211	51510726
1200212130	03587985
1200212130	03587958
011002000104	10933064
1100211130	20921490
5000203130	05653929
012002100611	42643716
1200212130	03587366
1200212130	03587330
3200212130	10087527
1200212130	03586961
1200212130	03586763
1200212130	03588709
1200212130	03586681
1200212130	03588651
1200212130	03586531
1200212130	03586276
1200212130	03586205
1200212130	03586179
1200212130	08304089
1200212130	03589958
1200212130	03589082
1200212130	08305624
1200212130	08305426
1200212130	08312789
1200212130	08312776
1200212130	08305227
1200212130	08305223
1200222130	00033695
050002200111	09823488
034002200111	57387759
042002200311	60968256
042002200411	51116059
033002200411	43764857
044002200511	63347873
032002100811	15072051
037022100211	07610497
052002200111	19959644
035002200211	20710783
023002200111	08001432
042001800311	85017216
1200203130	03054147
1200203130	03054844
012002000311	76639386
012002000311	76639378
1200204130	04827892
1200203130	08571393
1200203130	08571178
1200203130	08573155
1200203130	08571927
1200204130	04827351
1200204130	04829703
012002000411	22035910
1200204130	04829317
1200204130	04829827
1200192130	01961663
1200192130	01961896
1200212130	03586100
1200212130	03588510
1200212130	03588290
011002100211	51510751
1200212130	03588136
1200212130	03588126
1200212130	03588119
1200212130	03588072
034012000211	88995940
011002100111	74645970
1200212130	03584358
1200212130	03584331
4500214130	02022574
1200212130	03587373
1200212130	03587255
1200212130	03586918
050002000213	00193982
1200212130	03586738
1200212130	03588681
1200212130	03586617
1200212130	03588617
1200212130	03586413
1200212130	03586391
1200212130	03586275
3500202130	05038028
1200212130	03586191
034012000211	88995964
012002000511	02020109
1200212130	03589826
1200212130	03589011
1200212130	03589580
1200212130	08313459
1200212130	08305576
1200212130	08305431
1200212130	08312981
1200212130	08312843
1200212130	08312797
1200212130	08305291
1200212130	08305156
1200212130	08305024
1200212130	03589390
035002100111	59711953
3500212130	06326271
035002200211	39365307
011002200811	35285345
031002200311	34904941
035002200211	26386296
036002200111	49801461
050002100311	98899984
032002200211	05269423
061002101311	75099979
043002200111	46942762
042002200311	60968254
011002200811	35285354
050002200111	15396968
021022200111	14407879
041002200211	26944232
042002200311	60968262
051002200211	08361001
044002200411	50333940
037022200111	16539317
1200202130	01961298
1200202130	01961146
1200203130	08571669
1200203130	08571642
1200203130	08568991
012002000411	22035489
1200204130	04827874
1200203130	08571283
1200203130	08569484
1200203130	08573304
1200203130	08572684
1200203130	08572615
1200204130	04831106
1200204130	04829597
012002000511	02020770
011002000811	20373219
1200204130	04827975
1200204130	04827941
1200204130	04829893
1200192130	01961600
1200192130	01961148
1100212130	14261925
5100211130	14892836
1200212130	03588552
1200212130	03588340
1200212130	03588285
1200212130	03588168
1200212130	03588107
1200212130	03588074
3500204130	02487008
1200212130	03585335
1200212130	03585280
1200212130	03585278
011002100111	97337036
1200212130	03587952
042002100111	88987413
031002000611	20845062
011002100211	51510712
011002100111	74645966
1200212130	03584294
034012000211	80466881
011002200111	00231386
4403214130	03052011
1200212130	03587250
1200212130	03586862
1200212130	03586761
1200212130	03586646
1200212130	03586578
1200212130	03586328
1200212130	08304358
3200211130	66344702
1200212130	08304053
1200212130	03589856
1200212130	03589031
1200212130	03589523
1200212130	03588985
1200212130	08313474
1200212130	08305615
1200212130	08312992
1200212130	08312985
1200212130	08312887
1200212130	08312821
1200212130	08312754
1200212130	08305239
035002200211	17568843
044032200211	21723761
012002100811	86657608
044002200511	63348963
041002200211	50111405
011002200911	55877482
043002200111	46942765
037022000111	79455438
032002100811	03182459
032002000411	41178383
043002200111	46942761
032002200211	46601573
022002100111	41610066
044032200211	21360674
034002200111	57757081
044002200511	10608655
051002100511	38078990
052002200111	21120478
034002200111	44874967
011002200811	86287430
035002200211	17568850
1200202130	01961807
1200202130	01961606
012002000311	46432535
1200203130	08571814
1200203130	08569239
1200203130	08571328
1200203130	08571210
1200203130	08573401
1200203130	08572442
1200203130	08572141
1200204130	04827398
1200204130	04829530
1200204130	04830526
1200204130	04830144
1200204130	04828697
1200204130	04828005
1200192130	01961570
1200192130	01961550
1200192130	01961962
1200192130	01961949
1200192130	01961424
1200194130	00698552
6100213130	07082807
4403212130	30981208
1200212130	03586020
1200212130	03588554
1200212130	03587481
1200212130	03585671
1200212130	03588319
1200212130	03588297
031002000311	91737347
1200212130	03588268
1200212130	03585601
1200212130	03585265
4403204130	10063384
1200212130	03584328
1200212130	03584293
1200204130	02935624
037022000111	59833587
1200212130	03587324
1200212130	03587295
1200212130	03586938
1200212130	03588731
1200212130	03586757
1200212130	03586736
1200212130	03586643
1200212130	03588627
1200212130	03586305
1200212130	03586295
3200211130	66344701
1200212130	03589827
1200212130	03589677
1200212130	03589649
031002100211	41362474
1200212130	08313450
1200212130	08313442
1200212130	08305677
1200212130	08305600
1200212130	08312952
1200212130	08312944
1200212130	08312937
1200212130	08312932
1200212130	08312876
1200212130	08312809
1200212130	08305258
1200212130	08305231
1200212130	08305195
1200212130	03589399
3500222130	05971491
035002200211	22794471
050002200111	09823486
031002200211	45605372
037002200111	78950548
034002200111	59268442
021022200111	14407872
037002200111	16119915
032002100811	03182457
044002200511	80579307
051002200111	75233619
044032100311	34458460
032002200211	74720029
042002200411	21644776
032002200211	74720028
043002200111	46942771
1200202130	01961913
1200202130	01961704
1200202130	01961165
1200203130	08571862
1200203130	08571676
1200203130	08571661
1200203130	03054907
1200203130	08573590
1200203130	08571279
1200203130	08569473
012002000411	06333195
1200203130	08572651
1200203130	08571925
032001900311	06660530
1200204130	04830128
012002000511	02020781
1200204130	04829112
1200204130	04828698
1200204130	04828691
1200192130	01961556
1200192130	01961517
1200192130	01961997
1200192130	01961869
1200192130	01961408
1200192130	01961191
1200194130	00698565
032002100311	00157564
1100212130	11481844
1200212130	03586087
1200212130	03586005
1200212130	03588550
1200212130	03588517
3300211130	51263847
051002000611	68377130
1200212130	03588327
1200212130	03588324
045002100104	11319968
1200212130	03588311
1200212130	03585624
1200212130	03588282
1200212130	03585569
1200212130	03585434
1200212130	03585328
1200212130	03585249
5300211130	01745077
1200212130	03584364
1200212130	03584296
3500212130	06326262
1200212130	03587274
3702211130	09227665
1200212130	03586947
1200212130	03588721
1200212130	03588719
1200212130	03586725
1200212130	03586636
1200212130	03586288
035002100111	59711944
1200212130	03589943
1200212130	03589854
1200212130	03589750
1200212130	03589194
1200212130	03589052
1200212130	03589668
1200212130	03589584
1200212130	03589437
1200212130	08305632
1200212130	08312964
1200212130	08312871
1200212130	08312829
1200212130	08312761
1200212130	08312760
1200212130	08305267
1200212130	08305022
1200222130	00034301
021022200111	14745245
041002200211	17376385
031002200211	45605366
051002200111	65377727
034002200111	59268122
031002200211	45605389
033022200111	21675608
037002200111	81188787
012002100811	86621685
044032200111	41090348
1200202130	01961520
1200202130	01961340
012001700111	36281039
1200203130	08571638
1200203130	08568932
1200203130	03054894
1200203130	03054623
1200203130	08573580
1200203130	08573418
012002000411	22036262
1200203130	08573156
1200203130	08572680
1200203130	08572573
3400203130	01198416
1200203130	08571924
042002100111	03555420
1200204130	04827488
1200204130	04827394
1200204130	04829507
1200204130	04829315
1200204130	04827966
1200192130	01961669
1200192130	01961178
032001900211	14090707
051002000511	07081346
1200212130	03586070
1200212130	03586032
1200212130	03585976
1200212130	03588500
011002100311	02713410
1200212130	03585674
1200212130	03585672
1200212130	03588289
051002000611	72647317
051002000611	72647314
1200212130	03588166
1200212130	03588143
1200212130	03588093
051002000311	54783195
034012100104	02660343
1200212130	03587953
044032000211	65499906
033002100811	87908456
051002100411	21866747
012002100611	42643688
044002200111	68952870
1200212130	03587285
051002000611	28909911
1200212130	03588600
1200212130	03586309
1200212130	03586207
1200212130	03586203
1200212130	03589282
1200212130	03589214
1200212130	03589016
1200212130	03589008
1200212130	03589661
1200212130	03589502
1200212130	08313456
1200212130	08313437
1200212130	08313435
1200212130	08312960
1200212130	08312899
1200212130	08312897
1200212130	08312893
1200212130	08312874
1200212130	08312854
1200212130	08312814
1200212130	08312805
1200212130	08305290
1200212130	08305208
1200212130	03589400
3500222130	05971496
035002200211	39365305
051002200211	12763719
034002200111	59268110
031002200211	45605371
035002200111	36985253
011002200911	55877485
011002200911	55556390
043002200111	20366521
041002100211	52988900
053002200111	14336334
044032200111	40426504
013002200211	20169918
011002200911	55489443
3500222130	09866856
1200194130	05447448
012001900111	18086302
1200202130	01961332
1200202130	01961121
1200203130	03054916
1200204130	04829802
1200203130	08571305
1200203130	08572629
1200203130	08572616
1200203130	08572602
1200204130	04831109
1200204130	04829513
1200204130	04830134
032002000311	72087620
1200204130	04829969
1200192130	01961760
1200192130	01961983
1200192130	01961931
1200192130	01961493
1200192130	01961286
1200192130	01961259
037001900211	09283084
044031900211	03447293
044031900111	44438898
3100201130	15476102
1100212130	14261908
1200212130	03588520
1200212130	03588379
1200212130	03588333
4300204130	02367467
1200212130	03588108
041002000211	99845185
4100192130	11271683
033002000113	06837018
1200212130	03587918
1200212130	03584343
1200212130	03584334
012002100611	42643691
1200212130	03587305
012002100211	09923949
012002000511	02020094
1200212130	03586927
1200212130	03586737
1200212130	03586715
1200212130	03586700
1200212130	03588678
1200212130	03586662
1200212130	03586626
1200212130	03586613
1200212130	03588639
1200212130	03588592
1200212130	03586528
1200212130	03586326
1200212130	03586266
051002000611	72625062
1200212130	03589978
1200212130	03589061
1200212130	03589017
1200212130	08313865
1200212130	08305724
1200212130	08313455
1200212130	08313443
1200212130	08305680
1200212130	08312950
1200212130	08312926
1200212130	08312839
1200212130	08312813
1200222130	00033277
011002200911	85841597
034002200111	59268443
041002200211	50111409
044002200411	50333934
061002201311	10054449
031002200211	45605392
050002200111	15429929
037002200111	81188793
011002200811	35285350
011002100311	78332363
051002200111	42720578
061002201211	66732032
051002200211	12763729
1200202130	01961886
042001800311	85017212
1200203130	08571853
1200203130	03053638
033002000611	86988145
1200203130	08569597
011002000611	89433878
1200203130	08573486
1200203130	08569476
011002000611	89433870
1200203130	08572577
1200203130	08572572
1200203130	08571926
042002100111	03555439
042002100111	03555430
1200204130	04831108
051002000311	81155271
1200204130	04829532
012002000511	02020934
1200204130	04830063
1200204130	04828084
1200204130	04828066
1200204130	04827998
1200192130	01961267
1200213130	07081325
1200213130	09972208
011002100611	49855637
1200212130	03585943
5100211130	15017071
1200212130	03588541
1200212130	03588493
1200212130	03588425
1200212130	03588288
2100203130	06279542
1200212130	03585247
4403211130	11671557
1200212130	03584307
051002100211	02208836
3200212130	92614421
1200212130	03586945
1200212130	03588735
1200212130	03588720
1200212130	03588689
1200212130	03586383
1200212130	03586314
1200212130	03586212
1200212130	03589887
1200212130	03589847
1200212130	03589348
1200212130	03589019
1200212130	03589617
1200212130	03589585
023002000113	00042191
1300211130	22465964
1200212130	08313845
1200212130	08313517
3100212130	11648236
1200212130	08312962
1200212130	08305279
035002100113	11435559
050002200111	26092049
011002200911	55489418
044032200211	21723760
011002200911	61767909
012002100811	86657609
035002300111	11047099
011002200811	35285352
041002200211	26944230
032002200211	63318638
041002200211	26195858
044032200111	29798594
031002100611	23083785
1200202130	01961950
1200202130	01961452
1200203130	08571646
1200203130	08571641
1200203130	08569296
1200203130	08568985
1200203130	03054911
1200203130	03054600
1200203130	08571246
1200203130	08571245
1200203130	08571239
1200203130	08569474
1200203130	08573420
012002000411	22036268
012002000411	22036267
042002100111	03555417
1200204130	04827382
1200204130	04829487
1200204130	04829480
1200204130	04829321
1200204130	04830152
1200204130	04826884
1200204130	04826875
012002000511	02020793
1100204130	00530554
1200204130	04828106
1200191130	08897154
1200192130	01961602
1200192130	01961528
1200192130	01961729
1200192130	01961352
1200212130	03586109
1200212130	03586107
1200212130	03586069
1200212130	03586011
1100211130	26356012
1200212130	03587465
1200212130	03588112
1200212130	03588075
1200212130	03585318
032002000411	36013501
1200212130	03585244
032001700311	71922114
041002000104	10968884
1200212130	03587980
1200212130	03584999
046001900111	52211022
1200212130	03584297
053002000111	13331923
011002000104	10933038
1200212130	03587245
1200212130	03586883
1200212130	03586865
012002000511	02020070
1200212130	03588743
1200212130	03586713
1200212130	03588683
1200212130	03586610
1200212130	03588645
035001900211	59324365
1200212130	03586197
1200212130	03586167
1200212130	08304073
1200212130	03589812
1200212130	03589311
1200212130	03589060
1200212130	03589644
1200212130	03589475
1200212130	08313444
1200212130	08313441
1200212130	08313438
044002100211	15176170
1200212130	08312998
1200212130	08312968
1200212130	08312878
035002100113	11435558
3500212130	06326270
011002200811	86287421
050002200111	09823487
032002200511	13679656
044032200211	07395364
061002201311	10054450
037002200111	81188781
061002201211	66732030
051002200211	12763726
011002200911	55489447
011002200811	35285353
046002100111	69338618
011002200911	55489441
035002200211	17568847
032002200211	05269426
041002200211	26944231
031002200311	34904944
033002200411	71454389
037002000111	28405345
1200202130	01961157
1200203130	08571670
1200203130	08568970
1200203130	08568958
042001800311	85017234
1200203130	08571571
1200203130	08572605
042002100111	03555424
1200204130	04827356
1200204130	04829718
1200204130	04829502
1200204130	04830104
1200204130	04830061
1200204130	04829043
1200204130	04829042
1200204130	04828678
1200204130	04828671
1200204130	04828020
1200204130	04827999
1200204130	04827929
1200192130	01961431
1200192130	01961301
1200192130	01961202
1200212130	03586076
1200212130	03586065
1200212130	03588533
1200212130	03587503
1200212130	03587468
1200212130	03588376
1200212130	03585461
1200212130	03588145
1200212130	03588131
1200212130	03588114
044002100211	61888456
046001900111	52298701
4403211130	00574055
1200212130	03585320
021002120111	00281165
1200212130	03584321
033002100211	57905959
050002100111	90755066
4500214130	02022567
035002100111	59711943
1200212130	03587328
1200212130	03586963
1200212130	03586962
1200212130	03586950
1200212130	03586921
1200212130	03588738
1200212130	03586670
1200212130	03586628
1200212130	03588623
1200212130	03586564
1200212130	03586547
1200212130	03586535
1200212130	03586517
1200212130	03586417
033002100311	02884278
1200212130	03589051
1200212130	03589702
1200212130	03589640
1200212130	08305702
1200212130	08305626
1200212130	08305579
1200212130	08312812
1200212130	08312782
1200222130	00034298
011002200911	55489424
050002200111	26092053
046002100111	69351566
032002200211	34122602
011002200911	55489415
037002200111	78387521
053002200111	14336294
044032200211	07395365
032002100811	15072050
011002100311	78332367
037022100211	07610487
041002200211	26944233
033002200211	28744484
050002100311	82412700
011002200811	35285366
1200202130	01961127
1200203130	08571658
011002000711	68498933
1200203130	08568931
011002000611	89433781
1200204130	04827827
1200203130	08573419
012002000411	22036232
1200204130	04829594
1200204130	04829563
1200204130	04830369
1200204130	04830131
1200204130	04828446
1200204130	04827970
1200204130	04827965
1200192130	01961614
1200194130	00698558
034012100111	41677881
1100213130	12857736
1200212130	03586067
1200212130	03586041
043002000211	57383871
1200212130	03587506
1200212130	03588395
1200212130	03588361
1200212130	03588299
1200212130	03585574
1200212130	03588144
1200212130	03588124
1200212130	03588110
032001700311	71922115
042002100211	48152155
032001700311	71922113
1200212130	03584322
051002100111	99357447
032002100411	03656335
1200221130	03287757
035001900104	46982468
1200212130	03587358
1200212130	03587296
1200212130	03586937
1200212130	03586890
1200212130	03586764
1200212130	03586329
1200212130	03586279
3500202130	05051431
1200212130	03589999
1200212130	03589858
1200212130	03589037
1200212130	03589002
1200212130	03589602
1200212130	03589563
1200212130	03589542
1200212130	03589499
1200212130	03589468
1200212130	08305686
1200212130	08305655
1200212130	08305409
1200212130	08305284
1200212130	08305259
1200212130	08305217
1200212130	08305136
035002200111	28460668
035002100113	11435557
035002100111	59711952
1200224130	00883399
050002200111	09823493
050002200111	09823489
011002200811	86287416
044002200411	50333935
021022200111	14745246
011002200911	55489412
011002200811	86287413
037002200111	78387512
011002200811	86548557
052002200111	21120475
011002200811	35285356
042002200311	60968255
044002200511	80579314
034002200111	24903021
051002200211	12763734
035022200111	14960431
011002200811	86287431
052002200111	19959641
042002200311	60968260
033002200411	71454388
011002200811	35285361
035002100113	11435562
1200202130	01961714
1200202130	01961476
1200202130	01961403
1200202130	01961310
1200203130	08571653
042001800311	85017227
1200203130	08571293
1200203130	08571270
1200203130	08573482
1200203130	08573296
1200203130	08572660
1200203130	08572555
1200203130	08572020
1200204130	04831115
1200204130	04829717
1200204130	04829484
1200204130	04829429
1200204130	04830377
1200204130	04826878
012002000511	02020782
1200204130	04830077
1200204130	04828495
1200204130	04828048
1200192130	01961790
1200192130	01961422
1200192130	01961306
051001800311	89759108
1100212130	14261914
1200212130	03586114
1200212130	03586098
1200212130	03586007
1200212130	03585936
4403211130	11671562
1200212130	03587489
1200212130	03588388
1200212130	03588331
1200212130	03585592
1200212130	03585483
1200212130	03588146
1200212130	03585266
1200212130	03588053
041002100111	00742791
011001900204	15638253
012002000311	15507212
1200212130	03584318
1200214130	10370762
1200212130	03587316
3500202130	05051430
1200212130	03586857
1200212130	03588708
1200212130	03588673
1200212130	03586544
1200212130	03586392
1200212130	03586306
1200212130	03586228
1200212130	03586189
1200212130	08304337
1200212130	08305733
1200212130	08305722
1200212130	08313477
1200212130	08313432
1200212130	08305572
1200212130	08312904
1200212130	08312858
5100211130	15944267
3200221130	33973147
037002200111	81188783
041002100211	73795902
032002200211	34122603
041002200211	26944225
032002100811	03176663
031002200311	87512430
011002200911	85841608
011002200811	86548560
023002200111	08001435
021022200111	14407878
051002200111	76917905
031002200211	45605399
042002200311	60968259
050002200111	06360832
1200202130	01961984
1200202130	01961640
1200202130	01961268
012001800111	74906443
1200203130	03054971
012002000411	22035487
1200203130	03053580
1100204130	00530543
1200203130	08571280
1200203130	08573298
011002000611	89433855
1200203130	08572765
1200203130	08572661
1200203130	08572654
1200204130	04827462
1200204130	04828450
1200204130	04829936
1200204130	04828054
1200204130	04828004
1200192130	01961657
1200192130	01961605
1200192130	01961530
1200192130	01961928
1200192130	01961441
1200192130	01961331
1200192130	01961250
035002100111	27826037
1200212130	03585947
1200212130	03585931
3200212130	00363958
1200212130	03588396
1200212130	03588274
1200212130	03585598
043002100111	14494835
1200212130	03585511
1200212130	03588056
1200211130	03286739
050002100111	30063216
011002100311	02713392
1200212130	03584345
3200213130	33999217
035022100113	00576340
032002100811	11699813
1200212130	03587365
1200212130	03587333
1200212130	03587313
1200212130	03586871
1200212130	03586674
1200212130	03586659
1200212130	03586654
1200212130	03586645
1200212130	03586597
1200212130	03586572
1200212130	03588595
1200212130	03586408
1200212130	03586318
1200212130	08304361
1200212130	03589975
1200212130	03589278
1200212130	03589541
1200212130	03589498
1200212130	03589467
051002000611	96581265
1200212130	08313464
1200212130	08313430
1200212130	08305603
1200212130	08312974
1200212130	08312931
1200212130	08312927
1200212130	08312841
1200212130	08312764
1200212130	08312750
1200212130	08305051
035002200111	28460672
032002200211	05269375
3500212130	06326273
011002200811	86287415
041002200211	26944218
043002200111	46658976
012002100811	86657613
050002100311	98899985
041002200211	26944217
037002200111	78950547
034002200111	57387757
011002200811	86548558
036002200111	47390503
032002000411	41178385
036002200111	49801462
050002200111	09828626
052002200111	21120474
033002200411	47143510
037022000311	74812682
041002200211	26944220
053002200111	14795315
011002200911	49985578
041002200211	26865581
037022000111	79455445
1200203130	08571847
1200203130	08571679
1200203130	08571668
1200203130	08568944
1200203130	03054945
1200203130	03053643
1100204130	00530544
1200203130	08571311
1200203130	08572593
1200203130	08572563
1200203130	08572011
1200204130	04827000
1200204130	04829319
1200204130	04830365
1200204130	04826883
1200204130	04828647
1200204130	04828032
1200192130	01961288
1200192130	01961193
1200201130	01983113
5100211130	14871604
1200212130	03586058
1200212130	03587487
051002000611	72647316
1200212130	03588139
1200212130	03585442
1200212130	03588073
1100203130	06156569
3400212130	02069197
1200212130	03585269
1200212130	03588059
011002100211	51510724
051002000311	54783192
011002000104	10933062
1200212130	03584314
035001900104	25429776
033002000211	00028635
032002000511	98068642
1200221130	03288852
3200212130	10087528
1200212130	03586873
1200212130	03586869
1200212130	03586860
1200212130	03588736
1200212130	03588696
1200212130	03588671
1200212130	03586635
1200212130	03588603
1200212130	03586546
1200212130	03586384
1200212130	03586340
1200212130	03586274
035022200111	18695357
1200212130	08304389
1200212130	03589370
1200212130	03589982
1200212130	03589853
1200212130	03589322
1200212130	03588992
1200212130	03589663
1200212130	03589608
1200212130	03589569
1200212130	03589515
1200212130	08306125
1200212130	08313524
1200212130	08313507
1200212130	08313457
1200212130	08305633
1200212130	08305616
1200212130	08305606
1200212130	08312941
1200212130	08312908
1200212130	08312898
1200212130	08312833
1200212130	08305293
1200212130	08305211
1200212130	08305203
1200212130	03589395
1200221130	06553273
035002200211	17568857
011002200811	35285343
011002200811	86287417
044002207111	60692516
044032200111	40426500
041002200211	50111404
021022200111	14407874
050002200111	15396971
037002200111	81188791
050002200111	15396970
032002200211	74720025
031002100211	55805445
011002200911	61767912
012002100811	86621681
041002100211	72738490
1200202130	01961884
1200202130	01961776
1200202130	01961751
1200203130	08571678
1200203130	08571674
032001900311	06543948
012002000411	22036548
1200203130	08572773
1200203130	08572569
042002100111	03555432
1200204130	04827403
1200204130	04829702
1200204130	04829473
012002000511	02020897
1200204130	04830136
032001900304	42588317
1200204130	04829109
1200204130	04828083
1200204130	04828017
1200191130	08897140
1200192130	01961525
1200192130	01961885
1200192130	01961456
1200192130	01961164
1200213130	07081335
1100212130	14261878
012002100211	75538600
1200212130	03586103
1200212130	03586093
1200212130	03586088
1200212130	03586060
1200212130	03588296
053002000111	13331925
1200212130	03588171
1200212130	03585254
1200212130	03588048
011002100211	51510742
011002100211	50097427
1200212130	03587892
043002000211	57383863
012002000311	15507209
031002000311	91737336
035022100111	74932369
3500212130	06326264
1200221130	03288848
1200212130	03586897
1200212130	03586650
1200212130	03586627
1200212130	03586621
1200212130	03588660
1200212130	03588594
1200212130	03588589
1200212130	03586359
1200212130	08304359
012002000511	02020108
1200212130	03589832
1200212130	03589823
1200212130	03589638
1200212130	03589628
1200212130	03589623
1200212130	03589544
1200212130	03589516
1200212130	03589476
1200212130	03589444
1200212130	08305720
1200212130	08313483
1200212130	08313318
1200212130	08312917
1200212130	08312879
1200212130	08312845
1200212130	08312815
1200212130	03589392
3500222130	05971490
041002200211	26195849
046002100111	69351563
051002200211	12763717
050002200111	26092048
045002100111	82866084
011002200911	55877483
050002100311	64921351
043002200111	07835250
044032200111	41090338
041002200211	26195851
031002200211	45605380
044002200511	10608654
034002200111	24903025
044002200411	50333942
012001900111	18035563
1200202130	01961805
1200202130	01961467
1200203130	08571849
1200203130	08571807
1200203130	08571683
1200203130	08571659
012002000311	76639411
012002000311	76639409
1200203130	08571240
011002000611	89433871
1200203130	08570885
1200203130	08572632
1200204130	04827470
1200204130	04829522
1200204130	04829514
1200204130	04830374
012002000511	02020926
1200204130	04829114
1200204130	04828021
012002000411	22036563
1200192130	01961666
1200192130	01961638
1200192130	01961738
1200192130	01961989
044001907111	59979597
1200212130	03586052
1200212130	03585993
1200212130	03585937
1200212130	03588496
1200212130	03588306
1200212130	03588301
011002100311	02713408
1200212130	03588087
1200212130	03588078
050002000213	11778232
1200212130	03585294
5000203130	05653930
061002001311	77549876
050002000211	52291927
1100203130	06156566
1200214130	10370758
3702214130	06794655
035002100111	59711940
1200212130	03587359
1200212130	03587256
1200212130	03586908
1200212130	03586888
1200212130	03586683
1200212130	03588621
1200212130	03588605
1200212130	03586260
1200212130	03589980
1200212130	03589889
1200212130	03589329
1200212130	03589081
1200212130	03589656
1200212130	03589588
1200212130	08313866
032002100211	49998690
1200212130	08305716
1200212130	08312921
1200212130	08312896
1200212130	08312877
041002000211	99002751
1200212130	08305157
035002100111	59711957
050002200111	26092051
032002200511	13679657
031002200211	45605369
021022200111	14407877
011002200811	86287428
053002200111	14795317
011002200911	55489444
053002200111	14336328
021022200111	14407873
035002100113	11435561
021002200111	14985656
012002100811	86627198
1200202130	01961542
1200203130	08571654
1200203130	08569245
1200203130	08568961
1200203130	03054137
1200203130	03054641
042001800311	85017223
032001900304	42588293
012002000411	06333198
1200203130	08572551
1200204130	04829486
1200204130	04829110
011002000611	89433905
012002000411	22036557
5100193130	14417908
1200212130	03586115
1200212130	03586097
1200212130	03585990
042002100211	48152158
051002000611	72647329
1200212130	03585596
1200212130	03585587
011002100211	51510750
1200212130	03588132
050002100111	25652533
1200212130	03585344
5300211130	01745078
033001800311	20244190
011002100211	51510727
011002100311	02713400
1200212130	03587991
1200212130	03584986
051002100211	02208840
044002200111	34665837
3702211130	09227664
1200212130	03588745
1200212130	03588705
1200212130	03588697
1200212130	03586395
1200212130	03586356
050002100111	30063233
012002100111	59331437
1200212130	03589027
1200212130	03589654
1200212130	03589456
1200212130	08312938
1200212130	08312873
1200212130	08312836
1200212130	08312807
1200212130	08305190
1200212130	08305143
1200212130	03589384
3500212130	06326276
1200222130	03915362
035002100111	59711958
011002200911	61767908
037002200111	78387511
053002200111	14336335
037022000111	79455439
011002200911	85841611
034002200111	59268119
051002200211	12763724
050002100311	82412698
041002200211	26944223
037002200111	81188789
011002200911	85841603
033022200111	21675609
041002100211	72738488
053002200111	14336329
032002200511	13679661
053002200111	14795319
1200194130	05444475
1200202130	01961845
1200203130	03052013
1200203130	08571698
1200203130	08571687
1200203130	08571644
1200203130	08569244
1200203130	03053567
042001800311	85017218
1200203130	08571449
1200203130	08573487
1200203130	08572663
1200204130	04827478
012002000511	02021105
1200204130	04829531
1200204130	04829521
1200204130	04830090
4403203130	11206815
1200192130	01961427
1200213130	02866596
1200212130	03586078
1200212130	03586048
1200212130	03586010
1200212130	03585986
5100211130	04862742
051002000611	72625054
1200212130	03585675
1200212130	03585456
037002000311	60517034
1200212130	03588115
2100202130	02035371
021002000404	07186490
012002000311	15507211
1100203130	06156565
1200204130	02935626
037002000311	60516999
051002100211	02208857
1200212130	03587362
1200212130	03587283
1200212130	03586863
1200212130	03586858
1200212130	03588703
1200212130	03586639
1200212130	03586401
1200212130	03586386
1200212130	03586271
1200212130	03589961
1200212130	03589952
1200212130	03589054
1200212130	03588998
1200212130	03589547
1200212130	03589495
1200212130	03589481
1200212130	08306118
1200212130	08306086
1200212130	08312983
1200212130	08312943
