invoice_code	invoice_no
1200212130	08312840
1200212130	08312793
1200212130	08312765
1200212130	08305272
1200212130	08305234
1200212130	08305221
1200212130	03589394
035002100111	59711956
051002100511	38078989
044002200511	80579310
044002200511	63347872
044002200411	50333936
061002201311	10872377
037002200111	81188798
045002100111	82866087
037002200111	78387524
1200202130	01961873
1200202130	01961865
1200202130	01961177
012001800111	73801027
1200203130	08571864
1200203130	08571859
1200203130	08568928
1200203130	03054908
1200203130	08573520
1200203130	08573389
042002100111	03555434
1200204130	04827493
1200204130	04826880
1200204130	04826872
1200204130	04830027
1200204130	04828653
1200204130	04829875
1200192130	01961419
1100194130	00536937
050002100111	93162966
011002100411	98991723
1200213130	07081428
1200214130	02908993
051002000611	72625053
1200212130	03588542
1200212130	03587488
1200212130	03588371
1200212130	03588334
1200212130	03588329
1200212130	03588317
012002000511	02020033
1200212130	03585600
1200212130	03585591
3200211130	50782997
013002000411	80433834
042002100211	48152154
033002100211	57905962
1200212130	03587990
011002000104	10933052
052001900211	60627231
1200212130	03584361
1200221130	03288841
1200212130	03587304
1200212130	03587280
1200212130	03587275
1200212130	03586911
1200212130	03588728
1200212130	03586765
1200212130	03588686
1200212130	03586620
1200212130	03588648
1200212130	03586559
1200212130	03586525
043002000211	57383883
1200212130	03589977
1200212130	03589833
1200212130	03589320
1200212130	03589314
1200212130	03589038
1200212130	03589009
1200212130	08305736
1200212130	08313446
1200212130	08305678
1200212130	08305621
1200212130	08305532
1200212130	08312973
1200212130	08312757
1200212130	08305160
1200212130	03589382
033002200411	71454384
041002200211	08424892
051002200211	14852569
051002200111	75233627
043002200111	46942767
011002200911	85841607
037002100311	80426811
044002200511	80579305
061002101311	75099974
044032200211	21360673
021002200111	66388617
011002200911	55556397
044002200411	50333941
1200202130	01961921
1200203130	08571791
1200203130	08571673
1200203130	08568994
012002000311	76639201
1200203130	08569501
1200203130	08572553
1200203130	08572139
1200203130	08571957
1200204130	04827499
1200204130	04827448
1200204130	04826961
1200204130	04829104
1200204130	04828444
1200204130	04828014
1200204130	04829823
1200192130	01961421
1200192130	01961295
032002100311	00157571
012002100311	48085984
1200212130	03586106
1200212130	03586091
1200212130	03586037
1200212130	03588528
1200212130	03587477
1200212130	03587474
1200212130	03588325
043002000211	57383870
1200212130	03588267
032001700311	71922120
1200212130	03585593
1200212130	03585589
1200212130	03585441
042002100111	88987423
1200212130	03585268
1200212130	03588061
021002000404	07186500
2100203130	06279541
031002000611	20845089
1200212130	03587999
1200212130	03587916
031002000311	91737338
1300211130	22352823
050002100211	26580189
043002100211	13879845
035002100111	59711941
1200212130	03587314
3200211130	39446219
1200212130	03586903
044032100111	33713664
1200212130	03588746
1200212130	03586701
1200212130	03588641
1200212130	03588612
1200212130	03588591
1200212130	03586125
1200212130	03589940
1200212130	03589899
1200212130	03589894
1200212130	03589886
1200212130	03589837
1200212130	03589113
1200212130	03589701
1200212130	03589700
1200212130	03589001
1200212130	03589647
1200212130	03589637
1200212130	03589571
1200212130	03589494
033002100211	57905978
1200212130	08313473
1200212130	08305427
1200212130	08312920
1200212130	08312909
1200212130	08312894
1200212130	08312753
1200212130	08305283
1200212130	08305202
1200212130	08305134
1100204130	11800977
1200224130	00883397
1200224130	00883393
1200224130	00883391
032002200211	46601572
053002200111	14336326
031002100611	23083779
032002200211	74108482
034002200111	59268120
031002100611	23083778
033002200411	82422929
044002200511	80579316
044002200511	63347876
011002200811	86287426
043002200111	07835248
041002200211	08424897
041002200211	17376390
051002200111	76917908
044032200211	21360678
044002207111	23776897
011002200811	35285367
031002200311	30019344
011002200911	55518566
023002100111	77837811
1200202130	01961851
1200203130	08571627
1200203130	03054915
1200203130	03054164
1200203130	03054637
1200204130	04829801
1200203130	08573570
1200203130	08573550
1200203130	08573460
1200203130	08573459
1200203130	08571191
1200204130	04831117
1200204130	04827420
011002000811	20373211
1200204130	04829093
012002000411	22036567
1200192130	01961691
1200192130	01961262
043002100111	18505150
031002000611	27142812
051002000611	72647339
051002000611	28081017
1200212130	03586040
1200212130	03586021
051002000611	72647334
1200212130	03588551
033002000113	06135201
031002000611	19802382
1200212130	03585588
023001900104	94706469
3400212130	02069196
1200212130	03585291
1200212130	03585235
3400212130	02973323
050002100111	30063220
050002000211	52291928
050002100111	09245854
035002100111	59711939
034002100113	05442628
1200212130	03587342
1200212130	03586914
1200212130	03586870
1200212130	03586718
1200212130	03588693
1200212130	03586707
1200212130	03586623
1200212130	03586615
1200212130	03588661
1200212130	03588640
1200212130	03586405
1200212130	03586400
1200212130	03586389
1200212130	03586194
1200212130	03586176
1200212130	03589998
1200212130	03589979
1200212130	03589947
1200212130	03589890
1200212130	03589824
1200212130	03589336
1200212130	03589749
1200212130	03589697
1200212130	03589003
1200212130	03589470
1200212130	03589449
1200212130	08306085
1200212130	08305730
1200212130	08313458
1200212130	08305676
1200212130	08305623
1200212130	08305511
1200212130	08312791
1200212130	08312771
1200212130	08305262
011002100311	02713428
050002200111	09823492
011002200811	86287418
037002100311	80426808
041002100211	73795903
011002200811	35285359
044002200511	80579315
011002100311	78332364
023002200111	08001431
051002200111	75233621
032002100811	03182462
011002200911	85841618
044031900211	49826032
1200202130	01961744
1200202130	01961153
012001800111	73800956
1200203130	08571660
012002000411	22035759
1200203130	08569326
012002000411	22036053
1200203130	03054913
1200203130	08571390
1200203130	08571308
1200203130	08573495
1200203130	08571179
011002000611	89433862
1200203130	08572525
1200203130	08572148
012002000411	22036225
042002100111	03555437
1200204130	04827345
1200204130	04829318
1200204130	04830373
1200204130	04830145
1200204130	04829084
1200204130	04829861
1200192130	01961537
1200192130	01961285
1200192130	01961144
1200213130	07081344
050002100111	95742782
011002000104	16233855
5300211130	01745084
1200212130	03586016
011002100211	51510756
1200212130	03587517
1200212130	03587509
1200212130	03588384
3300211130	51263846
1200212130	03585682
1200212130	03588300
1200212130	03588277
4300204130	02367471
1200212130	03588173
1200212130	03588065
1200212130	03585284
1200212130	03588047
1200211130	03286740
5200183130	01236611
1200212130	03584355
3500212130	06326265
1200212130	03587340
1200212130	03587276
1200212130	03586893
1200212130	03588733
1200212130	03588722
1200212130	03588692
1200212130	03586675
1200212130	03588677
1200212130	03588675
1200212130	03586652
1200212130	03588649
1200212130	03588638
1200212130	03589963
1200212130	03589957
3500202130	05038031
012002000511	02020099
1200212130	03589007
1200212130	03589573
1200212130	03589564
1200212130	03589504
1200212130	03589471
1200212130	03589421
1200212130	08313519
1200212130	08305582
1200212130	08312978
1200212130	08312850
1200212130	08305253
1200212130	08305154
1200212130	08305142
1200212130	08305054
1200212130	03589407
012002100811	86658485
050002200111	26092056
046002100111	69351565
052002200111	19959640
012002100811	86657607
011002200911	61767907
037002200111	59397389
053002200111	14336332
034002200111	59268118
045002100111	61848936
023002200111	07699251
044032200211	21360680
044032200111	41090349
031002200211	45605400
031002200211	45605394
042002200411	51116060
035002200211	17568855
1200194130	05444474
1200194130	05446073
1200202130	01961629
1200202130	01961430
1200202130	01961372
1200202130	01961126
1200203130	08571857
1200203130	08571675
1200203130	08569263
1200203130	08568746
1200204130	04829804
1200203130	08571426
1200203130	08571243
1200203130	08573390
1200204130	04831093
012002000511	02020783
1200204130	04829052
1200204130	04829970
1200204130	04829921
1200204130	04828113
1200204130	04828079
1200192130	01961634
1200192130	01961356
1200192130	01961175
1200192130	01961140
1200192130	01961120
011002000111	53944164
1100212130	14261965
1100212130	18734871
1200212130	03587527
1200212130	03588295
012002000511	02020031
033002000113	16905832
1200212130	03588137
1200212130	03588113
012002100211	04714954
021002000404	06845396
1200212130	03588035
1200212130	03588032
034012000211	86510682
032002100404	25308391
3200213130	33999237
1200212130	03587375
1200212130	03587327
1200212130	03587311
3100212130	11648215
3200211130	39446218
1200212130	03586726
1200212130	03588706
1200212130	03586378
1200212130	03586357
1200212130	03586311
1200212130	03586186
1200212130	03589362
1200212130	03589828
1200212130	03589694
1200212130	03589013
1200212130	03589552
1200212130	08313445
1200212130	08313429
1200212130	08305411
1200212130	08305400
1200212130	08312956
1200212130	08312929
1200212130	08312846
1200212130	08305207
1200212130	03589393
3500222130	05971495
3500212130	06326269
046002100111	69338616
046002100111	69338615
061002201311	10872373
050002200111	08578840
034002200111	57387756
035002100111	40444512
032002100811	03176664
061002201311	10872376
031002100611	23083776
044002200511	80579318
044002200511	80579300
034002200111	59268116
032002200211	74720023
011002200811	86548562
050002200111	06360834
041002100211	52988904
051002200211	08361002
1200194130	05446071
1200202130	01961894
042001800311	85017215
1200203130	08571812
012002000311	76639188
042001800311	85017231
1200203130	08569588
1200203130	08573521
1200203130	08569492
1200203130	08573484
011002000711	01590817
1200204130	04827348
012002000511	02021097
1200204130	04830520
1200204130	04829051
1200192130	01961394
1200192130	01961225
1200194130	00698542
1200213130	07082806
044002100211	20949894
1200212130	03586054
1200212130	03588511
1200212130	03587499
1200212130	03585669
011002000104	10933079
1200212130	03588294
5100211130	00891674
1200212130	03585468
051002000611	72625044
1200212130	03588100
051002000611	68377126
011002100311	02713401
033002000211	00028641
3400211130	18214372
042002200211	23546598
3200213130	33999243
1200212130	03587301
1200212130	03588744
1200212130	03588666
1200212130	03588647
1200212130	03586605
1200212130	03588613
1200212130	03586396
1200212130	03586338
1200212130	03586330
1200212130	03586278
1200212130	03589920
1200212130	00536936
1200212130	03589601
1200212130	08313465
1200212130	08312763
1200212130	08312758
1200212130	08305287
1200212130	08305260
1200212130	08305215
1200212130	08305212
1200212130	08305187
1200212130	08305138
035002200211	39365304
035002200211	39365301
011002200811	86287414
061002201311	10872374
011002200911	55489409
011002200911	55489449
013001610011	48776744
011002200911	85841604
051002100611	04782603
035022200111	32679463
044002200611	82956891
044002207111	23776892
012002100811	86621682
051002200211	12763728
035002200211	17568852
1200202130	01961745
1200203130	08571688
1200203130	08568963
1200204130	04827842
1200203130	08571570
1200203130	08571503
1200203130	08571450
1200203130	08573457
1200204130	04829622
1200204130	04829499
1200204130	04826879
1200204130	04828109
1200191130	06558579
1200192130	01961725
1200192130	01961207
011002000111	21985326
1200212130	03586045
1200212130	03586027
1200212130	03585998
1200212130	03585997
1200212130	03585984
035002100111	09779292
012002000511	02020055
032002000511	98068666
1200212130	03587472
1200212130	03588352
1200212130	03588351
1200212130	03585620
1200212130	03588040
031002000611	20845091
5000203130	05652988
034012100111	02940062
1200212130	03587981
037022000311	55272319
1200212130	03584329
011002000104	10933043
3400211130	18214371
037002000311	60516997
1200212130	03587248
1200212130	03588739
1200212130	03586752
1200212130	03586717
1200212130	03588699
1200212130	03586668
1200212130	03588615
1200212130	03588601
3400212130	02069200
1200212130	08304349
1200212130	08304091
1200212130	03589809
033002100311	02965584
1200212130	03589050
1200212130	03589696
1200212130	03589655
1200212130	03589620
1200212130	03589546
1200212130	03589534
1200212130	08312995
1200212130	08312993
1200212130	08312948
1200212130	08312945
1200212130	08312913
1200212130	08312842
1200212130	08312772
1200212130	08305210
035002100111	59711945
3500212130	06326275
3500222130	09866857
044032200111	40426502
053002200111	14336324
032002100811	03182460
050002200111	15396973
012002100811	86625233
032001600511	37402153
011002200911	55556396
037022000311	74812684
032002200211	74720024
045002100111	82866085
011002200911	55518562
031002200211	06310540
013002200211	20169919
037002200111	16119916
032002200211	74720027
044002200511	75784704
051002200211	12763730
1200202130	01961443
1200202130	01961248
4403202130	13959973
012002000311	46432341
1200203130	08571677
1200203130	08571666
012002000311	76639373
051002000111	89559906
1200203130	08571211
1200203130	08571203
1200203130	08572016
1200203130	08571944
042002100111	03555415
1200204130	04827415
1200204130	04827383
1200204130	04827340
1200204130	04829560
1200204130	04829474
1200204130	04829301
1200204130	04828462
1200192130	01961694
1200192130	01961617
1200192130	01961728
1200192130	01961434
1200192130	01961433
1200192130	01961170
032002100405	02126194
011002100111	97337064
3500192130	17967953
013002030011	39920709
1200212130	03585944
012002000511	02020056
1200212130	03587501
1200212130	03585605
013002030011	39920708
031002000311	91737346
1200212130	03588091
051002000611	68377127
1200212130	03587996
033002100111	40593648
043002000111	65308176
012002100111	24418560
1200212130	03587321
1200212130	03586900
1200212130	03586767
1200212130	03586740
1200212130	03588657
1200212130	03586594
1200212130	03586414
1200212130	08304353
1200212130	03589969
1200212130	03589914
1200212130	03589848
1200212130	03589058
1200212130	03589699
1200212130	03589605
1200212130	03589522
041002000211	64388527
1200212130	08305710
1200212130	08305705
1200212130	08312959
1200212130	08312942
1200212130	08312902
1200212130	08312895
1200212130	08312866
1200212130	08305292
1200212130	08305155
1200212130	03589379
044032200211	21360672
037002200111	81188782
021022200111	14745244
013002200211	28458714
041002200211	26195856
021002200111	38478515
032002200211	02146184
044002200511	75784703
044002200511	80579301
044002200511	63347874
032002000411	35197771
034002200111	24903019
042002200411	21644772
050002200111	07979596
043002200111	07835249
053002200111	14336296
035022200111	14960758
042002200311	60968261
011002200911	55518568
031002200311	87512431
021002120111	04605502
4403201130	04797999
012001900111	18086301
1200202130	01961501
1200202130	01961393
1200202130	01961307
1200202130	01961277
1200203130	08571663
1200203130	08571633
1200203130	03054872
1200203130	08573301
1200203130	08572540
1200204130	04827361
1200204130	04830521
1200204130	04829056
1200192130	01961654
1200192130	01961533
1200192130	01961414
5100193130	14417882
1200194130	00698553
051001900104	47811683
035002000111	12306152
1200212130	03586099
1200212130	03586049
1200212130	03588548
1200212130	03587524
1200212130	03587521
1200212130	03587491
1200212130	03588280
1200212130	03588141
012002000511	02019991
1200212130	03585313
1200212130	03585272
1200212130	03585246
1200212130	03584315
021002000404	06845387
1200212130	03587273
1200212130	03587244
1200212130	03586960
1200212130	03588741
1200212130	03586569
1200212130	03586532
1200212130	03586530
012002100211	09924087
1200212130	08304055
1200212130	03589996
1200212130	03589340
1200212130	03589332
1200212130	03589039
1200212130	03589492
1200212130	08306076
1200212130	08305715
1200212130	08305635
1200212130	08305625
1200212130	08305622
1200212130	08312966
1200212130	08312862
1200212130	08305296
1200212130	08305250
041002200211	50111408
034002200111	57387758
044002207111	60692515
031002200211	52701496
035022200111	32679461
011002200911	49985580
037002100311	80426810
013002200211	28458716
011002200911	85841600
033002200311	78840360
053002200111	14336295
042002200411	21644778
051002200111	42720577
050002100311	64921353
031002200211	45605397
032002200211	74108483
051002200211	08361000
032002200211	72107994
035002200211	17568851
1200202130	01961753
1200202130	01961710
1200202130	01961374
1200202130	01961337
1200203130	08569226
042001800311	85017219
1200204130	04827864
1200203130	08571502
1200203130	08572653
1200203130	08572625
012002000411	22036228
042002100111	03555440
1200204130	04827350
1200204130	04829520
1200204130	04830371
1200204130	04830132
050002000111	85727923
1200204130	04829107
1200192130	01961892
1200192130	01961877
1200192130	01961204
011001900611	89554355
032001700311	29757614
037002100113	24500161
051002100111	39653040
1200214130	02908984
051002000611	72647335
1200212130	03585978
1200212130	03588417
1200212130	03585670
1200212130	03588286
1200212130	03585279
1200212130	03588029
011002100311	02713402
011002000104	10933067
042002100211	48152149
5300211130	01745076
1200212130	03587901
2100203130	06279539
051002100211	02208828
1200212130	03587308
1200212130	03586954
1200212130	03586867
1200212130	03588742
1200212130	03586750
1200212130	03586698
1200212130	03588684
1200212130	03586669
1200212130	03586651
1200212130	03586579
1200212130	03586557
1200212130	03586416
1200212130	03586335
1200212130	03586334
031002000611	20845161
012002000511	02020120
1200212130	03589993
1200212130	03589028
1200212130	03589012
1200212130	03589642
012002000511	02020147
1200212130	08305713
1200212130	08305512
1200212130	08311336
1200212130	08305435
1200212130	08312905
1200212130	08312900
1200212130	08312856
1200212130	08312824
1200212130	08312783
1200212130	08312775
011002200911	55489429
037002200111	59397386
037002200111	78387514
046002100111	69351562
035002200111	36985252
012002100811	78057404
012002100811	86625235
032002100811	03182461
032002000411	35197772
043002200111	46942763
031002100211	55805446
032002200211	05269415
032002100811	03182456
034002200111	59268115
035002200211	17568848
051002200211	14852570
044032200211	21360676
037022100211	07610494
037022000111	79455444
041002200211	08424895
012002100811	78057405
1200202130	01961986
1200202130	01961750
1200202130	01961210
1200203130	08571671
1200204130	04827866
1200203130	08569487
1200203130	08571928
042002100111	03555441
042002100111	03555419
011002000811	16384190
1200204130	04828202
1200204130	04828077
1200204130	04828057
1200204130	04828019
1200204130	04827950
1200204130	04826801
1200192130	01961300
1200192130	01961269
5100193130	14417877
051002000113	20693918
035022100113	00576335
1200212130	03586072
1200212130	03586034
1200212130	03587516
1200212130	03587513
1200212130	03587510
1200212130	03588322
1200212130	03585539
1200212130	03585529
1200212130	03588090
1200212130	03588049
1200212130	03585222
046001900111	52298697
031002000611	20845059
1200212130	03584309
037002000311	60516996
1200212130	03587374
1200212130	03587332
1200212130	03587300
1200212130	03586905
1200212130	03586874
1200212130	03586866
1200212130	03588737
1200212130	03588685
1200212130	03588644
1200212130	03588593
1200212130	03586333
1200212130	03586177
011002200111	49545827
1200212130	03589924
1200212130	03589792
052001900211	60627239
032002000511	98068689
1200212130	08313838
1200212130	08305703
1200212130	08313462
1200212130	08312949
1200212130	08312865
1200212130	08312834
1200212130	08312770
1200212130	08305236
1200212130	03589387
050002200111	23207646
034002200111	59268441
041002100211	72738487
041002200211	50111406
043002200111	20366526
045002100111	82866086
032002000211	92788416
044002200511	80579312
044002200511	63347880
051002100611	04782602
042002200411	21644777
037002200111	78387525
035022200111	32679462
043002100211	63553209
035002200211	17568853
1200202130	01961824
012001800111	73800943
1200203130	03053566
1200203130	03054638
1200203130	03054635
1200203130	03054634
1200203130	08573592
1200203130	08573582
012002000411	22036269
1200203130	08572604
012002000411	22036227
042002100111	03555433
1200204130	04827396
1200204130	04829534
1200204130	04829432
1200204130	04828018
1200204130	04827953
1200204130	04827943
1200192130	01961652
1200192130	01961626
1200192130	01961417
1200212130	00536934
1200212130	03586051
3200212130	00363962
051002000611	68377131
1200212130	03588432
1200212130	03588413
1200212130	03588398
1200212130	03588368
1200212130	03585628
035022100111	32964733
032001700311	71922119
032002100304	01054182
1200212130	03588055
012002100111	24418567
011002100211	51510738
1200212130	03587937
1200212130	03587899
1200212130	03584302
1200212130	03584295
041002100111	00742788
011002000104	10933037
1200212130	03587338
012002000511	02020088
012002000511	02020081
1200212130	03586898
1200212130	03586586
1200212130	03586565
1200212130	03586287
1200212130	03586272
1200212130	03589830
1200212130	03589819
1200212130	03589077
1200212130	03589065
1200212130	03589593
1200212130	03589540
1200212130	03589537
1200212130	03589524
1200212130	03589501
1200212130	03589491
1200212130	08305201
012002000511	02020144
1200212130	08305067
1200212130	08305026
035002200111	28460670
1200222130	00034300
1200222130	00034026
035002100111	59711948
050002200111	09823490
011002200911	55489433
042002200311	60968249
023002200111	02767197
011002200911	55489414
011002200911	61767906
051002200211	12763727
031002200211	52701495
044032200111	41090339
011002200911	55556393
013002200211	28458720
035022200111	14960757
041002200211	26944228
050002100311	64921352
031002100611	23083786
051002200211	12763731
044002200411	50333938
1200202130	01961552
1200203130	08571681
1200203130	08571640
1200203130	03054874
1200203130	03054868
012002000311	76639393
1200203130	08569598
1200203130	08573449
1200203130	08573299
012002000411	22036274
1200203130	08572601
042002100111	03555425
042002100111	03555422
1200204130	04827001
1200204130	04831084
032002100204	01713924
012002000511	02021092
012002000511	02020969
1200204130	04829102
1200204130	04828034
1200204130	04828033
1200204130	04827964
1200192130	01961719
1200192130	01961423
1200192130	01961349
1200192130	01961311
044031900211	03447296
032002000411	93611054
1200212130	03586089
1200212130	03586056
1200212130	03586019
1200212130	03585983
4100212130	02754885
1200212130	03588486
1200212130	03587473
1200212130	03588332
1200212130	03588321
1200212130	03588305
1200212130	03588275
051002000611	72647319
1200212130	03585455
1200212130	03588128
1200212130	03588103
041002000211	99845184
1200212130	03585321
4403211130	11671558
050002000213	11778231
011002000511	90925512
1200212130	03587298
1200212130	03586762
1200212130	03586741
1200212130	03586723
1200212130	03586519
1200212130	03586273
1200212130	08304356
1200212130	03589373
012002000511	02020115
1200212130	03589843
1200212130	03589810
061002001311	77549881
031002100211	41362458
1200212130	03589690
1200212130	03589043
1200212130	03589010
1200212130	03589430
033002000211	00028658
1200212130	08305694
1200212130	08305562
1200212130	08312991
1200212130	08312986
1200212130	08312961
1200212130	08312936
1200212130	08312911
1200212130	08312817
1200212130	08305206
012002000511	02020138
012002000511	02020133
3200221130	33973141
035002100111	59711955
042002200311	60968248
044032200111	41090334
044032200111	29798591
044032200111	41090342
044002111211	83634397
012002100811	86657615
037022100211	07610491
037002200111	81188792
044002200511	63347879
011002200911	55489455
061002101311	75099981
1200202130	01961675
1200202130	01961194
1200202130	01961111
1200203130	03052004
1200203130	08571651
1200203130	03054139
1200203130	08573481
1200204130	04826957
1200204130	04829316
031002000611	13734719
1200204130	04830047
1200204130	04828105
1200204130	04827938
1200192130	01961208
1200192130	01961152
012001900311	67447606
032002100405	02126192
051002000611	68377134
1200212130	03586031
1200212130	03585996
1200212130	03585950
1200212130	03588525
044002100211	11274532
3500202130	05038015
1200212130	03587971
1200212130	03584369
1200212130	03584325
6100211130	07897532
1200212130	03587339
1200212130	03587299
1200212130	03586878
1200212130	03588710
1200212130	03588676
1200212130	03588672
1200212130	03586616
1200212130	03586587
1200212130	03586516
1200212130	03586355
1200212130	03586353
1200212130	03586285
1200212130	03586270
1200212130	03589801
1200212130	03589341
1200212130	03589331
1200212130	03589085
1200212130	03589057
1200212130	03589625
012002000511	02020146
1200212130	08313447
1200212130	08305685
1200212130	08305683
1200212130	08312975
1200212130	08312967
1200212130	08312955
1200212130	08312792
1200212130	08312762
1200212130	08305268
1200212130	08305199
1200212130	08305149
1200212130	08305046
1200212130	08305043
3500212130	06326272
011002200811	86287419
031002200211	45605374
032002200211	31957744
042002200311	60968250
034002200111	59268440
051002200211	15213439
037022000311	74812685
012002100811	86625234
044032200111	40426503
044032200211	07395368
011002200911	55489446
044002200511	63347875
041002200211	26944222
021002120111	04605503
031002200211	45605396
1200202130	01961859
1200202130	01961491
1200202130	01961400
1200202130	01961381
012001800111	73800965
1200203130	08571805
1200203130	08569300
1200203130	08568926
1200203130	03054931
042001800311	85017230
1200203130	08569573
1200203130	08571447
1200203130	08571291
1200203130	08572633
1200204130	04827414
1200204130	04830048
1200204130	04830026
1200204130	04828649
1200204130	04828047
1200192130	01961599
1200192130	01961365
1200194130	00698568
1200213130	07081322
050002000213	11778236
1200212130	03586113
1200212130	03586096
1200212130	03585988
1200212130	03585942
1200212130	03588336
1200212130	03588067
1200212130	03588051
035001900211	37472846
1200212130	03587370
1200212130	03587253
1200212130	03587252
3200212130	10087526
3200212130	08703189
1200212130	03586943
1200212130	03586940
1200212130	03586912
1200212130	03586899
1200212130	03586892
1200212130	03588707
1200212130	03586619
1200212130	03586570
1200212130	03586551
1200212130	03586282
1200212130	08304335
1200212130	03589841
011001900204	15638269
1200212130	03589576
1200212130	03589490
1200212130	03589416
1200212130	08313518
1200212130	08305509
1200212130	08312853
1200212130	08312847
1200212130	08312838
1200212130	08312808
1200212130	08312781
1200212130	08312780
1200212130	08305288
1200212130	08305269
1200212130	08305237
1200212130	08305072
035002100111	65969083
1200224130	00883395
032002200511	13679658
012002100811	86621679
051002200211	12763716
051002200111	65377728
051002100511	38078988
011002100311	78332361
032002200211	31957746
037002200111	78387519
011002200811	86287429
031002200211	45605390
013001610011	48776745
032002200211	05269419
046002100111	69351520
037022100211	07610489
037002200111	59397387
011002200911	85841602
021002200111	66388616
037002200111	81188786
035002100111	92559158
051002200211	15213442
023002200111	08001433
037022100211	07610495
033002200311	78840362
1200194130	05446059
1200202130	01961908
1200202130	01961155
012001800111	73800970
1200203130	08571869
1200203130	08571672
1200203130	08571664
1200203130	08571639
012002000411	22036058
1200203130	08568929
1200203130	03054869
1200203130	03054158
042001800311	85017225
1200203130	08571326
1200203130	08572445
042002100111	03555421
1200204130	04829518
1200204130	04829492
1200204130	04829050
1200204130	04828675
012002000411	22036556
1200192130	01962000
1200192130	01961474
061002001311	77549880
050002000213	11778233
1200212130	03586105
051002000611	72647333
1200212130	03585995
1200212130	03588529
1200212130	03588307
1200212130	03585631
1200212130	03585571
1200212130	03585546
1200212130	03588148
041001600111	24019534
1200212130	03587970
1200212130	03587967
050002100111	25652529
050002100111	21516542
1200212130	03587894
1200212130	03587891
4403211130	00574052
034012100104	01898333
3200213130	33999225
5300213130	00576337
1200212130	03587361
1200212130	03587306
012002100211	09923976
1200212130	03586958
012002000511	02020069
1200212130	03586745
1200212130	03586667
1200212130	03588665
1200212130	03586624
1200212130	03586526
1200212130	03586284
1200212130	03586200
1200212130	08304059
1200212130	03589315
1200212130	03589603
046001900111	52298711
1200212130	03588986
1200212130	03589469
012002000511	02020148
1200212130	08305741
1200212130	08312883
1200212130	08305270
1200212130	08305198
044032200211	21360671
011002200911	55489417
043002200111	20366523
051002200111	42720572
031002200211	45605364
012002100811	86621678
037022000111	79455442
011002200811	35285358
042002200411	21644775
032002000411	41178384
052002200111	12979000
011002200911	85841610
037002200111	81188794
012002100711	86288402
011002200811	86548563
032002200211	72107993
044002200511	80579303
044002200511	63347877
034002200111	59268117
011002100311	78332368
051002200111	75233620
061002101311	75099982
032001600511	37402157
023002200111	07699253
037002200111	78950551
044002207111	23776896
012001900111	18086297
012001700111	36281034
012002000411	22036105
1200203130	08571631
011002000611	89433811
1200203130	03054873
1200203130	03054675
042001800311	85017228
1200204130	04827883
1200203130	08571566
1200203130	08571234
1200203130	08573555
1200204130	04827423
011002000811	16384189
1200204130	04829062
011001700111	25721328
1200192130	01961661
1200192130	01961504
1200201130	01982112
1100212130	14261917
011002000204	19964538
1200212130	03586022
1200212130	03585953
031002000611	20845113
1200212130	03588553
1200212130	03588532
1200212130	03588372
1200212130	03588315
1200212130	03585573
1200212130	03585460
1200212130	03585457
013002030011	39920707
1200212130	03585270
1200212130	03585253
1200212130	03587883
033002000211	00028639
012002100111	59331432
011002100211	51510713
012002100111	24418562
1200212130	03584350
037022100104	00779935
3200213130	33999252
1200212130	03587331
1200212130	03587310
1200212130	03587288
1200212130	03586949
1200212130	03588730
1200212130	03588716
1200212130	03588702
1200212130	03588698
1200212130	03588690
1200212130	03586663
1200212130	03586638
1200212130	03586598
1200212130	03586534
5300211130	01745085
1200212130	03586283
1200212130	03586224
1200212130	03586206
1200212130	03586201
1200212130	03586169
051002100411	42532436
1200212130	03589988
1200212130	03589987
1200212130	03589895
1200212130	03589643
1200212130	03589482
1200212130	08313479
1200212130	08312954
1200212130	08312892
1200212130	08312888
1200212130	08312881
1200212130	08312823
1200212130	08305242
1200212130	08305218
1200212130	08305044
035002200111	28460671
050002200111	09828624
031002200211	45605368
011002200911	55489410
034002200111	59268108
041002200211	50111407
037002200111	78387520
021022200111	14407876
011002200811	86548564
012002100811	86657614
013002200211	28458717
032002200211	05269416
031002100611	23083777
041002200211	26195853
011002100311	78332366
037002200111	16119914
034002200111	44874966
042002200311	60968258
035002200211	17568845
061002201211	66732031
037002200111	78387523
011002200911	55518563
1200202130	01961662
1200202130	01961142
1200203130	08571867
1200203130	03054978
1200203130	08568971
1200203130	03054165
3300201130	01845181
012002000311	76639407
012002000311	76639389
1200203130	08571395
1200203130	08571248
046002000111	15900352
1200203130	08571961
1200204130	04827388
012002000511	02021106
1200204130	04829606
1200204130	04829497
1200204130	04829115
1200204130	04829061
1200204130	04829916
1200192130	01961724
1200192130	01961203
045002100104	20030745
1200212130	03586038
1200212130	03586035
1200212130	03586009
1200212130	03586008
1200212130	03585989
1200212130	03587479
1200212130	03587466
5300211130	01745083
1200212130	03588342
1200212130	03588304
1200212130	03585629
1200212130	03588273
042002100111	88987425
1200212130	03588121
1200212130	03588105
1200212130	03585276
1200212130	03587889
1200212130	03584332
013001610011	41049480
1200214130	10370766
3500212130	06326263
012002100611	42643687
1200221130	03288842
044002007111	49458658
1200212130	03587376
1200212130	03586889
1200212130	03586680
1200212130	03588674
1200212130	03588604
1200212130	03586293
1200212130	03586198
1200212130	08304351
1200212130	03589852
1200212130	03589641
